Designator,Mid X,Mid Y,Layer,Rotation
DISP1,-21.50,50.00,Top,90.0
LED1,34.00,-26.00,Top,90.0
LED2,34.00,-7.00,Top,90.0
LED5,34.00,12.00,Top,90.0
LED6,34.00,50.00,Top,90.0
LED7, 8.00,50.00,Top,90.0
S1,34.00,-7.00,Top,180.0
S2, 8.00,50.00,Top,180.0
S3,34.00,50.00,Top,180.0
S4,34.00,12.00,Top,180.0
S6,34.00,-26.00,Top,180.0
